metric,value
R2_MC_Omega,0.09528295538922271
R2_S_Omega,0.8005441918016193
corr_residuals,0.037974702928797364
corr_MC_H,0.07761390872726814
Z_H,1.3877785881884778e-07
Z_omega,-2.7755567911911274e-07
Z_norm,-2.7755567911911274e-07
Z_balance,1.3877785881884778e-07
Z_global,2.7755567911911274e-07
