p,d_40,eabc_p,e_d,a_d,b_d,c_d,omega_d,shell_d,H_d,E_d
19373,19333,A,1,0,0,0,1,0,1.0,-0.0
19379,19339,C,0,1,0,1,2,0,0.5,1.0
19381,19341,E,0,0,2,0,4,2,1.0,-0.0
19387,19347,B,0,1,0,0,2,1,1.0,-0.0
19391,19351,C,1,0,1,0,2,0,0.5,1.0
19403,19363,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
19417,19377,E,0,1,0,0,3,2,1.0,-0.0
19421,19381,A,1,0,0,0,1,0,1.0,-0.0
19423,19383,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
19427,19387,C,0,0,1,0,1,0,1.0,-0.0
19429,19389,E,0,1,0,1,3,1,0.5,1.0
19433,19393,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
19441,19401,E,0,1,1,0,3,1,0.5,1.0
19447,19407,B,1,0,0,0,2,1,1.0,-0.0
19457,19417,A,1,0,0,0,1,0,1.0,-0.0
19463,19423,C,0,0,1,0,1,0,1.0,-0.0
19469,19429,A,1,0,0,0,1,0,1.0,-0.0
19471,19431,B,0,1,1,0,4,2,0.5,1.0
19477,19437,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
19483,19443,B,1,0,0,0,2,1,1.0,-0.0
19489,19449,E,1,0,0,0,3,2,1.0,-0.0
19501,19461,E,1,0,1,0,3,1,0.5,1.0
19507,19467,B,0,0,2,0,5,3,1.0,-0.0
19531,19491,B,1,1,0,0,3,1,0.5,1.0
19541,19501,A,1,0,0,0,1,0,1.0,-0.0
19543,19503,B,0,1,0,1,4,2,0.5,1.0
19553,19513,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
19559,19519,C,0,1,0,1,2,0,0.5,1.0
19571,19531,C,0,0,1,0,1,0,1.0,-0.0
19577,19537,A,0,0,2,0,2,0,1.0,-0.0
19583,19543,C,0,0,1,0,1,0,1.0,-0.0
19597,19557,E,0,2,0,0,4,2,1.0,-0.0
19603,19563,B,0,1,0,0,2,1,1.0,-0.0
19609,19569,E,0,1,0,1,3,1,0.5,1.0
19661,19621,A,0,0,2,0,2,0,1.0,-0.0
19681,19641,E,0,0,1,0,2,1,1.0,-0.0
19687,19647,B,1,0,0,1,4,2,0.5,1.0
19697,19657,A,0,0,0,2,2,0,1.0,-0.0
19699,19659,B,1,0,0,0,2,1,1.0,-0.0
19709,19669,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
19717,19677,E,1,0,1,0,3,1,0.5,1.0
19727,19687,C,0,0,1,0,1,0,1.0,-0.0
19739,19699,C,0,0,1,0,1,0,1.0,-0.0
19751,19711,C,0,1,0,1,2,0,0.5,1.0
19753,19713,E,0,0,1,0,2,1,1.0,-0.0
19759,19719,B,1,0,1,0,4,2,0.5,1.0
19763,19723,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
19777,19737,E,0,1,1,0,5,3,0.5,1.0
19793,19753,A,1,0,0,0,1,0,1.0,-0.0
19801,19761,E,0,1,1,0,3,1,0.5,1.0
19813,19773,E,3,0,0,0,5,2,1.0,-0.0
19819,19779,B,0,0,1,1,3,1,0.5,1.0
19841,19801,A,1,0,0,0,1,0,1.0,-0.0
19843,19803,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
19853,19813,A,1,0,0,0,1,0,1.0,-0.0
19861,19821,E,0,0,1,0,2,1,1.0,-0.0
19867,19827,B,0,0,1,0,3,2,1.0,-0.0
19889,19849,A,0,0,0,2,2,0,1.0,-0.0
19891,19851,B,1,1,0,0,3,1,0.5,1.0
19913,19873,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
19919,19879,C,1,0,1,0,2,0,0.5,1.0
19927,19887,B,0,0,1,1,3,1,0.5,1.0
19937,19897,A,0,2,0,0,2,0,1.0,-0.0
19949,19909,A,0,0,2,0,2,0,1.0,-0.0
19961,19921,A,0,0,0,2,2,0,1.0,-0.0
19963,19923,B,1,1,0,0,3,1,0.5,1.0
19973,19933,A,0,0,2,0,2,0,1.0,-0.0
19979,19939,C,1,0,1,0,2,0,0.5,1.0
19991,19951,C,0,1,0,1,2,0,0.5,1.0
19993,19953,E,0,0,1,0,4,3,1.0,-0.0
19997,19957,A,0,0,2,0,2,0,1.0,-0.0
20011,19971,B,0,1,1,0,4,2,0.5,1.0
20021,19981,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
20023,19983,B,1,0,0,0,2,1,1.0,-0.0
20029,19989,E,1,0,0,0,3,2,1.0,-0.0
20047,20007,B,1,0,1,0,6,4,0.5,1.0
20051,20011,C,0,0,1,0,1,0,1.0,-0.0
20063,20023,C,0,0,1,0,1,0,1.0,-0.0
20071,20031,B,0,0,1,1,3,1,0.5,1.0
20089,20049,E,0,1,1,0,3,1,0.5,1.0
20101,20061,E,0,0,0,1,4,3,1.0,-0.0
20107,20067,B,0,1,0,0,2,1,1.0,-0.0
20113,20073,E,0,0,1,0,2,1,1.0,-0.0
20117,20077,A,0,2,0,0,2,0,1.0,-0.0
20123,20083,C,0,0,3,0,3,0,1.0,-0.0
20129,20089,A,1,0,0,0,1,0,1.0,-0.0
20143,20103,B,0,1,0,0,2,1,1.0,-0.0
20147,20107,C,0,0,1,0,1,0,1.0,-0.0
20149,20109,E,0,0,1,0,2,1,1.0,-0.0
20161,20121,E,0,1,1,0,3,1,0.5,1.0
20173,20133,E,0,1,0,0,3,2,1.0,-0.0
20177,20137,A,2,0,0,0,2,0,1.0,-0.0
20183,20143,C,0,0,1,0,1,0,1.0,-0.0
20201,20161,A,1,0,0,0,1,0,1.0,-0.0
20219,20179,C,0,1,0,1,2,0,0.5,1.0
20231,20191,C,1,0,1,0,2,0,0.5,1.0
20233,20193,E,0,1,1,0,3,1,0.5,1.0
20249,20209,A,0,0,2,0,2,0,1.0,-0.0
20261,20221,A,2,0,0,0,2,0,1.0,-0.0
20269,20229,E,1,0,0,1,3,1,0.5,1.0
20287,20247,B,1,1,0,0,3,1,0.5,1.0
20297,20257,A,0,0,0,2,2,0,1.0,-0.0
20323,20283,B,0,1,0,0,2,1,1.0,-0.0
20327,20287,C,0,0,1,0,1,0,1.0,-0.0
20333,20293,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
20341,20301,E,0,1,1,0,3,1,0.5,1.0
20347,20307,B,0,0,2,0,3,1,1.0,-0.0
20353,20313,E,2,0,0,0,4,2,1.0,-0.0
20357,20317,A,0,0,0,2,2,0,1.0,-0.0
20359,20319,B,1,1,0,0,3,1,0.5,1.0
20369,20329,A,0,2,0,0,2,0,1.0,-0.0
20389,20349,E,0,1,2,0,5,2,0.5555555555555556,0.9182958340544896
20393,20353,A,1,0,0,0,1,0,1.0,-0.0
20399,20359,C,0,0,1,0,1,0,1.0,-0.0
20407,20367,B,1,0,1,0,4,2,0.5,1.0
20411,20371,C,1,0,1,0,2,0,0.5,1.0
20431,20391,B,0,0,1,1,3,1,0.5,1.0
20441,20401,A,0,0,0,2,2,0,1.0,-0.0
20443,20403,B,0,0,0,1,3,2,1.0,-0.0
20477,20437,A,0,0,0,2,2,0,1.0,-0.0
20479,20439,B,1,0,0,0,4,3,1.0,-0.0
20483,20443,C,0,0,1,0,1,0,1.0,-0.0
20507,20467,C,1,0,1,0,2,0,0.5,1.0
20509,20469,E,0,0,1,0,2,1,1.0,-0.0
20521,20481,E,0,0,0,1,2,1,1.0,-0.0
20533,20493,E,0,0,0,2,6,4,1.0,-0.0
20543,20503,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
20549,20509,A,1,0,0,0,1,0,1.0,-0.0
20551,20511,B,0,1,1,0,4,2,0.5,1.0
20563,20523,B,1,0,0,0,2,1,1.0,-0.0
20593,20553,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
20599,20559,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
20611,20571,B,0,1,0,0,2,1,1.0,-0.0
20627,20587,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
20639,20599,C,0,0,1,0,1,0,1.0,-0.0
20641,20601,E,1,0,1,0,5,3,0.5,1.0
20663,20623,C,0,1,0,1,2,0,0.5,1.0
20681,20641,A,1,0,0,0,1,0,1.0,-0.0
20693,20653,A,0,0,2,0,2,0,1.0,-0.0
20707,20667,B,0,0,0,2,3,1,1.0,-0.0
20717,20677,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
20719,20679,B,1,1,0,0,3,1,0.5,1.0
20731,20691,B,0,0,1,2,5,2,0.5555555555555556,0.9182958340544896
20743,20703,B,0,0,2,0,3,1,1.0,-0.0
20747,20707,C,0,0,1,0,1,0,1.0,-0.0
20749,20709,E,1,0,0,1,5,3,0.5,1.0
20753,20713,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
20759,20719,C,0,0,1,0,1,0,1.0,-0.0
20771,20731,C,0,0,1,0,1,0,1.0,-0.0
20773,20733,E,0,0,0,1,2,1,1.0,-0.0
20789,20749,A,1,0,0,0,1,0,1.0,-0.0
20807,20767,C,1,0,1,0,2,0,0.5,1.0
20809,20769,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
20849,20809,A,1,0,0,0,1,0,1.0,-0.0
20857,20817,E,0,1,0,0,5,4,1.0,-0.0
20873,20833,A,0,0,0,2,2,0,1.0,-0.0
20879,20839,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
20887,20847,B,1,0,0,0,2,1,1.0,-0.0
20897,20857,A,1,0,0,0,1,0,1.0,-0.0
20899,20859,B,1,1,0,0,3,1,0.5,1.0
20903,20863,C,1,0,1,0,2,0,0.5,1.0
20921,20881,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
20929,20889,E,0,0,1,1,4,2,0.5,1.0
20939,20899,C,0,0,1,0,1,0,1.0,-0.0
20947,20907,B,0,1,0,1,4,2,0.5,1.0
20959,20919,B,0,0,2,0,3,1,1.0,-0.0
20963,20923,C,1,0,3,0,4,0,0.625,0.8112781244591328
20981,20941,A,0,0,2,0,2,0,1.0,-0.0
20983,20943,B,1,0,0,1,4,2,0.5,1.0
21001,20961,E,0,2,0,0,4,2,1.0,-0.0
21011,20971,C,1,0,1,0,2,0,0.5,1.0
21013,20973,E,0,0,1,0,2,1,1.0,-0.0
21017,20977,A,0,0,0,2,2,0,1.0,-0.0
21019,20979,B,1,0,1,0,6,4,0.5,1.0
21023,20983,C,0,0,1,0,1,0,1.0,-0.0
21031,20991,B,1,0,0,0,2,1,1.0,-0.0
21059,21019,C,0,0,1,0,1,0,1.0,-0.0
21061,21021,E,1,0,2,1,5,1,0.375,1.5
21067,21027,B,0,0,2,0,3,1,1.0,-0.0
21089,21049,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
21101,21061,A,1,0,0,0,1,0,1.0,-0.0
21107,21067,C,0,0,1,0,1,0,1.0,-0.0
21121,21081,E,0,0,1,0,2,1,1.0,-0.0
21139,21099,B,2,0,0,0,3,1,1.0,-0.0
21143,21103,C,0,1,0,1,2,0,0.5,1.0
21149,21109,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
21157,21117,E,0,0,1,0,2,1,1.0,-0.0
21163,21123,B,0,0,1,0,3,2,1.0,-0.0
21169,21129,E,0,0,0,1,2,1,1.0,-0.0
21179,21139,C,0,0,1,0,1,0,1.0,-0.0
21187,21147,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
21191,21151,C,1,0,1,0,2,0,0.5,1.0
21193,21153,E,0,1,0,1,3,1,0.5,1.0
21211,21171,B,1,0,0,0,2,1,1.0,-0.0
21221,21181,A,0,0,0,2,2,0,1.0,-0.0
21227,21187,C,0,0,1,0,1,0,1.0,-0.0
21247,21207,B,1,0,0,0,2,1,1.0,-0.0
21269,21229,A,1,0,0,2,3,0,0.5555555555555556,0.9182958340544896
21277,21237,E,0,0,0,1,2,1,1.0,-0.0
21283,21243,B,2,0,0,0,3,1,1.0,-0.0
21313,21273,E,0,1,1,0,3,1,0.5,1.0
21317,21277,A,1,0,0,0,1,0,1.0,-0.0
21319,21279,B,0,2,0,0,3,1,1.0,-0.0
21323,21283,C,0,0,1,0,1,0,1.0,-0.0
21341,21301,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
21347,21307,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
21377,21337,A,0,0,2,0,2,0,1.0,-0.0
21379,21339,B,0,0,1,0,3,2,1.0,-0.0
21383,21343,C,1,0,1,0,2,0,0.5,1.0
21391,21351,B,0,0,0,2,3,1,1.0,-0.0
21397,21357,E,0,1,1,0,5,3,0.5,1.0
21401,21361,A,0,2,0,0,2,0,1.0,-0.0
21407,21367,C,0,1,0,1,2,0,0.5,1.0
21419,21379,C,0,0,1,0,1,0,1.0,-0.0
21433,21393,E,1,0,0,0,3,2,1.0,-0.0
21467,21427,C,1,0,1,0,2,0,0.5,1.0
21481,21441,E,1,0,1,0,3,1,0.5,1.0
21487,21447,B,0,0,1,0,3,2,1.0,-0.0
21491,21451,C,1,0,1,0,2,0,0.5,1.0
21493,21453,E,0,0,0,1,2,1,1.0,-0.0
21499,21459,B,0,0,0,2,3,1,1.0,-0.0
21503,21463,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
21517,21477,E,0,0,1,0,2,1,1.0,-0.0
21521,21481,A,1,0,0,0,1,0,1.0,-0.0
21523,21483,B,0,0,2,1,5,2,0.5555555555555556,0.9182958340544896
21529,21489,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
21557,21517,A,1,0,0,0,1,0,1.0,-0.0
21559,21519,B,0,1,0,0,4,3,1.0,-0.0
21563,21523,C,0,0,1,0,1,0,1.0,-0.0
21569,21529,A,1,0,0,0,1,0,1.0,-0.0
21577,21537,E,0,1,0,0,3,2,1.0,-0.0
21587,21547,C,0,1,0,1,2,0,0.5,1.0
21589,21549,E,0,1,0,1,3,1,0.5,1.0
21599,21559,C,0,0,1,0,1,0,1.0,-0.0
21601,21561,E,0,0,0,1,2,1,1.0,-0.0
21611,21571,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
21613,21573,E,0,1,0,1,5,3,0.5,1.0
21617,21577,A,1,0,0,0,1,0,1.0,-0.0
21647,21607,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
21649,21609,E,0,0,4,0,6,2,1.0,-0.0
21661,21621,E,0,0,1,0,2,1,1.0,-0.0
21673,21633,E,0,0,0,1,2,1,1.0,-0.0
21683,21643,C,0,1,0,1,2,0,0.5,1.0
21701,21661,A,1,0,0,0,1,0,1.0,-0.0
21713,21673,A,1,0,0,0,1,0,1.0,-0.0
21727,21687,B,0,1,0,0,2,1,1.0,-0.0
21737,21697,A,2,0,0,0,2,0,1.0,-0.0
21739,21699,B,0,0,0,1,3,2,1.0,-0.0
21751,21711,B,1,0,0,0,2,1,1.0,-0.0
21757,21717,E,0,0,2,0,4,2,1.0,-0.0
21767,21727,C,0,0,1,0,1,0,1.0,-0.0
21773,21733,A,0,0,2,0,2,0,1.0,-0.0
21787,21747,B,0,0,0,2,3,1,1.0,-0.0
21799,21759,B,0,1,0,0,2,1,1.0,-0.0
21803,21763,C,1,0,1,0,2,0,0.5,1.0
21817,21777,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
21821,21781,A,0,0,0,2,2,0,1.0,-0.0
21839,21799,C,0,0,1,0,1,0,1.0,-0.0
21841,21801,E,2,0,1,0,4,1,0.5555555555555556,0.9182958340544896
21851,21811,C,0,1,0,1,2,0,0.5,1.0
21859,21819,B,0,0,2,0,3,1,1.0,-0.0
21863,21823,C,1,0,1,0,2,0,0.5,1.0
21871,21831,B,0,0,1,1,3,1,0.5,1.0
21881,21841,A,1,0,0,0,1,0,1.0,-0.0
21893,21853,A,1,2,0,0,3,0,0.5555555555555556,0.9182958340544896
21911,21871,C,0,0,1,0,1,0,1.0,-0.0
21929,21889,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
21937,21897,E,0,0,1,0,4,3,1.0,-0.0
21943,21903,B,0,1,2,0,4,1,0.5555555555555556,0.9182958340544896
21961,21921,E,0,0,0,1,2,1,1.0,-0.0
21977,21937,A,1,0,0,0,1,0,1.0,-0.0
21991,21951,B,0,0,1,0,5,4,1.0,-0.0
21997,21957,E,1,0,0,1,3,1,0.5,1.0
22003,21963,B,1,0,0,0,2,1,1.0,-0.0
22013,21973,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
22027,21987,B,1,0,1,0,4,2,0.5,1.0
22031,21991,C,0,0,1,0,1,0,1.0,-0.0
22037,21997,A,1,0,0,0,1,0,1.0,-0.0
22039,21999,B,1,0,0,0,2,1,1.0,-0.0
22051,22011,B,0,1,0,2,4,1,0.5555555555555556,0.9182958340544896
22063,22023,B,0,0,0,1,3,2,1.0,-0.0
22067,22027,C,0,0,1,0,1,0,1.0,-0.0
22073,22033,A,0,0,0,2,2,0,1.0,-0.0
22079,22039,C,0,0,1,0,1,0,1.0,-0.0
22091,22051,C,0,0,1,0,1,0,1.0,-0.0
22093,22053,E,0,0,1,0,2,1,1.0,-0.0
22109,22069,A,0,2,0,0,2,0,1.0,-0.0
22111,22071,B,0,0,2,0,3,1,1.0,-0.0
22123,22083,B,1,1,0,0,3,1,0.5,1.0
22129,22089,E,1,0,1,0,3,1,0.5,1.0
22133,22093,A,1,0,0,0,1,0,1.0,-0.0
22147,22107,B,1,0,0,0,2,1,1.0,-0.0
22153,22113,E,1,0,1,0,7,5,0.5,1.0
22157,22117,A,0,2,0,0,2,0,1.0,-0.0
22159,22119,B,1,1,0,0,3,1,0.5,1.0
22171,22131,B,0,0,0,1,3,2,1.0,-0.0
22189,22149,E,0,0,0,2,4,2,1.0,-0.0
22193,22153,A,1,0,0,0,1,0,1.0,-0.0
22229,22189,A,1,0,0,0,1,0,1.0,-0.0
22247,22207,C,0,1,0,1,2,0,0.5,1.0
22259,22219,C,0,1,0,1,2,0,0.5,1.0
22271,22231,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
22273,22233,E,0,0,1,0,2,1,1.0,-0.0
22277,22237,A,2,0,0,0,2,0,1.0,-0.0
22279,22239,B,0,1,1,0,4,2,0.5,1.0
22283,22243,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
22291,22251,B,1,0,0,0,2,1,1.0,-0.0
22303,22263,B,1,1,0,0,3,1,0.5,1.0
22307,22267,C,1,0,1,0,2,0,0.5,1.0
22343,22303,C,0,0,1,0,1,0,1.0,-0.0
22349,22309,A,0,0,2,0,2,0,1.0,-0.0
22367,22327,C,0,1,0,1,2,0,0.5,1.0
22369,22329,E,0,0,0,1,4,3,1.0,-0.0
22381,22341,E,0,1,0,1,3,1,0.5,1.0
22391,22351,C,0,0,3,0,3,0,1.0,-0.0
22397,22357,A,0,0,2,0,2,0,1.0,-0.0
22409,22369,A,1,0,0,0,1,0,1.0,-0.0
22433,22393,A,1,0,2,0,3,0,0.5555555555555556,0.9182958340544896
22441,22401,E,0,0,1,1,4,2,0.5,1.0
22447,22407,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
22453,22413,E,1,0,1,0,3,1,0.5,1.0
22469,22429,A,0,0,0,2,2,0,1.0,-0.0
22481,22441,A,1,0,0,0,1,0,1.0,-0.0
22483,22443,B,0,1,0,0,2,1,1.0,-0.0
22501,22461,E,0,0,0,1,2,1,1.0,-0.0
22511,22471,C,0,1,0,1,2,0,0.5,1.0
22531,22491,B,0,1,2,0,6,3,0.5555555555555556,0.9182958340544896
22541,22501,A,1,0,0,0,1,0,1.0,-0.0
22543,22503,B,2,0,0,0,3,1,1.0,-0.0
22549,22509,E,1,1,0,0,4,2,0.5,1.0
22567,22527,B,0,0,1,0,3,2,1.0,-0.0
22571,22531,C,0,0,1,0,1,0,1.0,-0.0
22573,22533,E,1,1,1,0,4,1,0.3333333333333333,1.584962500721156
22613,22573,A,1,0,0,0,1,0,1.0,-0.0
22619,22579,C,1,0,1,0,2,0,0.5,1.0
22621,22581,E,2,0,0,0,4,2,1.0,-0.0
22637,22597,A,0,0,0,2,2,0,1.0,-0.0
22639,22599,B,0,0,1,0,7,6,1.0,-0.0
22643,22603,C,1,0,1,0,2,0,0.5,1.0
22651,22611,B,1,0,0,0,2,1,1.0,-0.0
22669,22629,E,1,0,1,0,3,1,0.5,1.0
22679,22639,C,0,0,1,0,1,0,1.0,-0.0
22691,22651,C,0,0,1,0,1,0,1.0,-0.0
22697,22657,A,0,0,2,0,2,0,1.0,-0.0
22699,22659,B,1,0,1,1,4,1,0.3333333333333333,1.584962500721156
22709,22669,A,1,0,0,0,1,0,1.0,-0.0
22717,22677,E,0,0,0,1,2,1,1.0,-0.0
22721,22681,A,2,0,0,0,2,0,1.0,-0.0
22727,22687,C,0,0,3,0,3,0,1.0,-0.0
22739,22699,C,0,0,1,0,1,0,1.0,-0.0
22741,22701,E,0,0,1,2,4,1,0.5555555555555556,0.9182958340544896
22751,22711,C,1,0,1,0,2,0,0.5,1.0
22769,22729,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
22777,22737,E,1,1,0,1,4,1,0.3333333333333333,1.584962500721156
22783,22743,B,0,0,3,0,5,2,1.0,-0.0
22787,22747,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
22807,22767,B,0,1,0,0,2,1,1.0,-0.0
22811,22771,C,1,0,1,0,2,0,0.5,1.0
22817,22777,A,1,0,0,0,1,0,1.0,-0.0
22853,22813,A,0,0,2,0,2,0,1.0,-0.0
22859,22819,C,1,0,1,0,2,0,0.5,1.0
22861,22821,E,0,0,0,1,2,1,1.0,-0.0
22871,22831,C,0,2,1,0,3,0,0.5555555555555556,0.9182958340544896
22877,22837,A,0,2,0,0,2,0,1.0,-0.0
22901,22861,A,1,0,0,0,1,0,1.0,-0.0
22907,22867,C,1,0,1,0,2,0,0.5,1.0
22921,22881,E,0,1,0,1,3,1,0.5,1.0
22937,22897,A,0,0,2,0,2,0,1.0,-0.0
22943,22903,C,1,0,1,0,2,0,0.5,1.0
22961,22921,A,1,0,0,0,1,0,1.0,-0.0
22963,22923,B,0,0,1,0,5,4,1.0,-0.0
22973,22933,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
22993,22953,E,1,0,1,0,3,1,0.5,1.0
23003,22963,C,0,0,1,0,1,0,1.0,-0.0
23011,22971,B,1,0,2,0,4,1,0.5555555555555556,0.9182958340544896
23017,22977,E,1,0,0,1,5,3,0.5,1.0
23021,22981,A,0,0,4,0,4,0,1.0,-0.0
23027,22987,C,1,0,1,0,2,0,0.5,1.0
23029,22989,E,1,0,1,0,3,1,0.5,1.0
23039,22999,C,1,0,1,0,2,0,0.5,1.0
23041,23001,E,0,2,0,1,4,1,0.5555555555555556,0.9182958340544896
23053,23013,E,1,0,0,0,3,2,1.0,-0.0
23057,23017,A,1,0,0,0,1,0,1.0,-0.0
23059,23019,B,0,1,0,0,2,1,1.0,-0.0
23063,23023,C,1,0,1,2,4,0,0.375,1.5
23071,23031,B,1,0,0,0,4,3,1.0,-0.0
23081,23041,A,1,0,0,0,1,0,1.0,-0.0
23087,23047,C,1,0,1,0,2,0,0.5,1.0
23099,23059,C,0,0,1,0,1,0,1.0,-0.0
23117,23077,A,0,0,0,2,2,0,1.0,-0.0
23131,23091,B,0,0,1,1,3,1,0.5,1.0
23143,23103,B,0,1,1,0,4,2,0.5,1.0
23159,23119,C,1,0,1,0,2,0,0.5,1.0
23167,23127,B,1,1,0,0,3,1,0.5,1.0
23173,23133,E,0,1,0,1,3,1,0.5,1.0
23189,23149,A,0,0,2,0,2,0,1.0,-0.0
23197,23157,E,0,0,1,1,4,2,0.5,1.0
23201,23161,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
23203,23163,B,0,0,1,1,3,1,0.5,1.0
23209,23169,E,0,0,1,0,2,1,1.0,-0.0
23227,23187,B,0,0,0,2,3,1,1.0,-0.0
23251,23211,B,0,0,0,1,3,2,1.0,-0.0
23269,23229,E,0,2,0,0,4,2,1.0,-0.0
23279,23239,C,0,1,0,1,2,0,0.5,1.0
23291,23251,C,0,0,1,0,1,0,1.0,-0.0
23293,23253,E,1,0,0,1,3,1,0.5,1.0
23297,23257,A,2,0,0,0,2,0,1.0,-0.0
23311,23271,B,0,1,0,0,2,1,1.0,-0.0
23321,23281,A,0,0,2,0,2,0,1.0,-0.0
23327,23287,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
23333,23293,A,1,0,0,0,1,0,1.0,-0.0
23339,23299,C,0,1,0,1,2,0,0.5,1.0
23357,23317,A,0,0,2,0,2,0,1.0,-0.0
23369,23329,A,0,2,0,0,2,0,1.0,-0.0
23371,23331,B,0,1,1,1,4,1,0.3333333333333333,1.584962500721156
23399,23359,C,0,0,1,2,3,0,0.5555555555555556,0.9182958340544896
23417,23377,A,2,0,0,0,2,0,1.0,-0.0
23431,23391,B,0,1,0,1,4,2,0.5,1.0
23447,23407,C,0,1,0,1,2,0,0.5,1.0
23459,23419,C,0,1,0,1,2,0,0.5,1.0
23473,23433,E,1,0,0,1,3,1,0.5,1.0
23497,23457,E,1,0,1,0,3,1,0.5,1.0
23509,23469,E,0,0,0,1,2,1,1.0,-0.0
23531,23491,C,2,0,1,0,3,0,0.5555555555555556,0.9182958340544896
23537,23497,A,1,0,0,0,1,0,1.0,-0.0
23539,23499,B,1,0,1,0,4,2,0.5,1.0
23549,23509,A,1,0,0,0,1,0,1.0,-0.0
23557,23517,E,1,0,1,0,5,3,0.5,1.0
23561,23521,A,0,0,2,0,2,0,1.0,-0.0
23563,23523,B,0,1,0,0,2,1,1.0,-0.0
23567,23527,C,1,0,1,0,2,0,0.5,1.0
23581,23541,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
23593,23553,E,1,0,0,0,3,2,1.0,-0.0
23599,23559,B,0,1,0,0,2,1,1.0,-0.0
23603,23563,C,0,0,1,0,1,0,1.0,-0.0
23609,23569,A,2,0,2,0,4,0,0.5,1.0
23623,23583,B,0,0,2,0,3,1,1.0,-0.0
23627,23587,C,1,0,1,0,2,0,0.5,1.0
23629,23589,E,0,1,0,0,3,2,1.0,-0.0
23633,23593,A,1,0,0,0,1,0,1.0,-0.0
23663,23623,C,0,0,1,0,1,0,1.0,-0.0
23669,23629,A,1,0,0,0,1,0,1.0,-0.0
23671,23631,B,0,1,0,0,2,1,1.0,-0.0
23677,23637,E,0,0,1,0,2,1,1.0,-0.0
23687,23647,C,1,1,0,1,3,0,0.3333333333333333,1.584962500721156
23689,23649,E,0,0,0,1,2,1,1.0,-0.0
23719,23679,B,1,0,0,0,4,3,1.0,-0.0
23741,23701,A,0,2,0,0,2,0,1.0,-0.0
23743,23703,B,0,1,0,0,2,1,1.0,-0.0
23747,23707,C,1,0,1,0,2,0,0.5,1.0
23753,23713,A,0,0,0,2,2,0,1.0,-0.0
23761,23721,E,0,0,0,1,2,1,1.0,-0.0
23767,23727,B,0,0,0,2,3,1,1.0,-0.0
23773,23733,E,0,1,0,0,5,4,1.0,-0.0
23789,23749,A,0,1,1,1,3,0,0.3333333333333333,1.584962500721156
23801,23761,A,1,0,0,0,1,0,1.0,-0.0
23813,23773,A,1,0,0,0,1,0,1.0,-0.0
23819,23779,C,0,0,3,0,3,0,1.0,-0.0
23827,23787,B,0,1,0,0,4,3,1.0,-0.0
23831,23791,C,1,0,1,0,2,0,0.5,1.0
23833,23793,E,0,0,2,1,4,1,0.5555555555555556,0.9182958340544896
23857,23817,E,0,1,0,1,3,1,0.5,1.0
23869,23829,E,2,0,0,1,4,1,0.5555555555555556,0.9182958340544896
23873,23833,A,1,0,0,0,1,0,1.0,-0.0
23879,23839,C,1,0,1,0,2,0,0.5,1.0
23887,23847,B,0,1,0,0,2,1,1.0,-0.0
